posting_id,segment_index,segment,topic
P721,15,Requirements Definition & Management (SFIA Level 4),16
P721,16,"Establishes the requirements base-lines, obtains formal agreement to requirements, and ensures traceability to source.",16
P721,17,Contributes to selection of the requirements approach.,16
P721,18,"Defines and manages scoping, requirements definition and prioritisation activities for initiatives of medium size and complexity.",16
P721,19,"Facilitates input from stakeholders, provides constructive challenge and enables effective prioritisation of requirements.",28
P721,20,Reviews requirements for errors and omissions.,22
P721,21,"Investigates, manages, and applies authorised requests for changes to base-lined requirements, in line with change management policy.",93
P721,22,Business Modelling (SFIA Level 4),89
P721,23,Conducts advanced modelling activities for significant change programmes and across multiple business functions.,81
P721,24,Has an in-depth knowledge of organisation-specific techniques.,81
P721,25,"Plans own modelling activities, selecting appropriate techniques and the correct level of detail for meeting assigned objectives.",81
P721,26,May contribute to discussions about the choice of modelling approach to be used.,89
P721,27,Obtains input from and communicates modelling results to senior managers for agreement.,34
P721,28,Acceptance Testing (SFIA Level 4),44
P721,29,"Creates acceptance criteria related to requirements, features and user stories.",39
P721,30,"Specifies and develops acceptance test cases and scenarios to test that systems, products and services deliver the planned business benefits.",44
P721,31,"Collaborates with parties involved in the development and operational use of product, systems or services to enable comprehensive test coverage.",44
P721,32,"Analyses and reports on test activities, results, issues and risks including the work of others.",44
P721,33,Stakeholder Relationship Management (SFIA Level 4),52
P721,34,"Deals with problems and issues, managing resolutions, corrective actions, lessons learned, and the collection and dissemination of relevant information.",34
P721,35,Implements stakeholder engagement/communications plan. Collects and uses feedback from customers and stakeholders to help measure the effectiveness of stakeholder management.,52
P721,36,Helps develop and enhance customer and stakeholder relationships.,28
P721,37,"Conduct, Risk and Compliance",72
P721,38,Ensure that all Governance and Compliance requirements are adhered to and all reporting and reviewing activities required by the Regulatory Bodies are carried out to the standards required.,72
P721,39,WE WOULD LOVE TO HEAR FROM YOU IF:,88
P721,40,Able to investigate defined business areas and IT systems and adopt an analytical approach when developing models to represent those systems.,81
P721,41,Good interpersonal skills and is able to communicate effectively and confidently with stakeholders.,66
